timestamp,subject_id,item_id,is_correct
1550160236494,u17245,q616,True
1550160265346,u17245,q667,True
1550160266280,u17245,q667,False
1550160266557,u17245,q667,False
1550160299447,u17245,q947,True
1550501599428,u17245,q8661,True
1550501607443,u17245,q8661,False
1550501637388,u17245,q388,False
1550501764766,u17245,q4630,True
1550501799309,u17245,q306,False
1550501801023,u17245,q306,True
1550501881641,u17245,q4530,False
1550501883937,u17245,q4530,False
1550501885813,u17245,q4530,True
1550501972940,u17245,q9564,False
1550501974712,u17245,q9564,False
1550502077090,u17245,q4607,False
1550502171062,u17245,q9,True
1550502250953,u17245,q5741,False
1550502251384,u17245,q5741,True
1550502295739,u17245,q947,True
1550502391275,u17245,q4533,True
1550502483053,u17245,q400,True
1550502536018,u17245,q10982,True
1550502581321,u17245,q8051,False
1550502622156,u17245,q11263,False
1550502675720,u17245,q1343,False
1550502676422,u17245,q1343,False
1550502777548,u17245,q8482,False
1550502777567,u17245,q8482,True
1550502778902,u17245,q8482,False
1550502795003,u17245,q8482,False
1550502850009,u17245,q5070,False
1550502865244,u17245,q5070,False
1550503193442,u17245,q5046,False
1550503194030,u17245,q5046,True
1550503234025,u17245,q11261,True
1550503292762,u17245,q470,False
1550503322948,u17245,q9579,True
1550503342747,u17245,q9579,False
1550503343095,u17245,q9579,True
1550503379270,u17245,q11188,True
1550503387274,u17245,q11188,True
1550503460368,u17245,q5863,False
1550503460825,u17245,q5863,True
1550503523642,u17245,q10994,False
1550573720364,u17245,q9094,True
1550573749047,u17245,q4491,True
1550574166110,u17245,q6418,False
1550574211185,u17245,q6074,True
1550574235221,u17245,q8160,True
1550574281340,u17245,q818,True
1550574313081,u17245,q519,True
1550591459675,u17245,q6059,False
1550591460574,u17245,q6059,False
1550591537745,u17245,q3901,False
1550591594522,u17245,q9166,False
1550591636621,u17245,q4539,True
1550591686805,u17245,q6408,True
1550591756133,u17245,q4096,True
1550591768431,u17245,q4096,False
1550591834497,u17245,q10102,False
1550591888855,u17245,q6757,False
1550591901452,u17245,q6757,True
1550591982270,u17245,q4321,True
1550592012375,u17245,q6745,False
1550592013973,u17245,q6745,False
1550592074780,u17245,q9693,True
1550592111783,u17245,q4464,False
1550592159227,u17245,q5524,True
1550641831276,u17245,q946,False
1550641864196,u17245,q677,False
1550641915489,u17245,q946,True
1550641952158,u17245,q890,False
1550642071071,u17245,q596,True
1550642114155,u17245,q557,True
1550642122564,u17245,q557,True
1550642163158,u17245,q289,False
1550642204317,u17245,q1097,True
1550642242245,u17245,q406,True
1550642282651,u17245,q871,True
1550642317842,u17245,q245,False
1550642348148,u17245,q775,False
1550642410294,u17245,q1325,False
1550642410706,u17245,q1325,True
1550683680758,u17245,q248,False
1550683683131,u17245,q248,True
1550683741221,u17245,q546,False
1550683913554,u17245,q775,False
1550683918851,u17245,q775,False
1550767358744,u17245,q221,False
1550767358744,u17245,q221,False
1550767358744,u17245,q221,False
1550767366335,u17245,q221,False
1550767366335,u17245,q221,False
1550767366335,u17245,q221,False
1550767406780,u17245,q1253,False
1550767406780,u17245,q1253,False
1550767406780,u17245,q1253,False
1550767408664,u17245,q1253,True
1550767408664,u17245,q1253,True
1550767408664,u17245,q1253,True
1550767476837,u17245,q667,False
1550767514794,u17245,q874,False
1550767516735,u17245,q874,True
1550767558285,u17245,q221,True
1550966519602,u17245,q586,False
1550966585460,u17245,q328,False
1563246852705,u2340,q4494,True
1563246884949,u2340,q69,True
1563246909635,u2340,q6453,False
1563246922443,u2340,q6453,True
1563246926039,u2340,q6453,False
1563246982186,u2340,q5775,True
1563247027197,u2340,q5719,False
1563247071095,u2340,q6528,True
1563247126964,u2340,q4947,False
1563247343940,u2340,q3768,True
1563247401060,u2340,q4062,True
1563247456550,u2340,q6058,False
1563247550569,u2340,q10180,True
1563247585411,u2340,q4468,True
1563247629216,u2340,q3774,True
1563247668910,u2340,q4317,False
1563247767745,u2340,q17385,True
1563247791397,u2340,q5639,True
1563247858286,u2340,q3682,True
1563247955837,u2340,q606,True
1563247957081,u2340,q606,False
1563248032331,u2340,q612,True
1563248063527,u2340,q1086,True
1563248101249,u2340,q11263,True
1563248103702,u2340,q11263,True
1563248147089,u2340,q659,True
1563248166313,u2340,q902,True
1563248190460,u2340,q1263,True
1563248240248,u2340,q11262,True
1563248279480,u2340,q985,True
1563248301783,u2340,q361,True
1563290478037,u2340,q6187,False
1563290562009,u2340,q17100,False
1563290615612,u2340,q3928,True
1563290629339,u2340,q3928,False
1563290676070,u2340,q4176,True
1563290698708,u2340,q4678,True
1563290758457,u2340,q9906,False
1563290825674,u2340,q5648,False
1563290876227,u2340,q4857,True
1563290929602,u2340,q10036,True
1563290955668,u2340,q9023,False
1563291045241,u2340,q1208,True
1563291080172,u2340,q11259,True
1563291106756,u2340,q1266,True
1563291168513,u2340,q1261,False
1563291204331,u2340,q1331,True
1563291234582,u2340,q11261,True
1563291266407,u2340,q555,True
1563291297183,u2340,q439,True
1563291323005,u2340,q739,False
1563291391968,u2340,q739,True
1563291435932,u2340,q1261,True
1563291473664,u2340,q295,True
1563373718991,u2340,q1266,True
1563373767593,u2340,q439,True
1563373821568,u2340,q4494,False
1563373863215,u2340,q4317,False
1563373863850,u2340,q4317,True
1563596578687,u2340,q1316,False
1563596607862,u2340,q539,False
1563596644182,u2340,q1261,True
1563596673690,u2340,q539,False
1563596702719,u2340,q952,True
1563596733470,u2340,q11249,True
1563596828560,u2340,q448,True
1563597265822,u2340,q373,True
1563597457672,u2340,q825,False
1563597499437,u2340,q835,False
1563597568087,u2340,q1159,True
1563597755860,u2340,q729,True
1563597872562,u2340,q4176,True
1563597917362,u2340,q6187,True
1563597944299,u2340,q3768,True
1563597963841,u2340,q606,True
1563597999213,u2340,q17100,True
1563598091421,u2340,q5775,True
1563598154095,u2340,q1261,True
1563598229109,u2340,q11263,True
1563598246232,u2340,q3928,True
1563598273352,u2340,q4468,True
1563598297455,u2340,q1208,True
1563598355208,u2340,q4062,True
1563598381163,u2340,q295,True
1563598393116,u2340,q5719,True
1563598409345,u2340,q5648,False
1563598411377,u2340,q5648,True
1563598426427,u2340,q9023,True
1563598446200,u2340,q361,True
1563598481213,u2340,q11259,True
1563598504882,u2340,q10180,True
1563604559763,u2340,q3769,True
1563604621027,u2340,q5282,True
1563604675717,u2340,q9385,True
1563604727427,u2340,q4202,True
1563604768003,u2340,q6735,False
1563604795332,u2340,q4491,False
1563604800745,u2340,q4491,True
1563604830247,u2340,q9175,True
1563604849127,u2340,q4383,True
1563604880768,u2340,q4983,True
1563604882582,u2340,q4983,False
1563604885530,u2340,q4983,False
1563605712384,u2340,q1923,True
1563605714735,u2340,q1923,True
1563605715443,u2340,q1923,True
1563605715755,u2340,q1923,True
1563605715976,u2340,q1923,True
1563605722425,u2340,q1923,True
1536757456605,u257676,q4148,True
1536757464506,u257676,q4865,False
1536757488901,u257676,q6507,False
1536757521661,u257676,q6507,False
1536757547379,u257676,q8156,False
1536757572026,u257676,q748,True
1536757591911,u257676,q1335,False
1536757611608,u257676,q8154,True
1536757640128,u257676,q1315,False
1536757653764,u257676,q6483,False
1537275112513,u262355,q6256,False
1537275138892,u262355,q281,True
1537275151218,u262355,q380,False
1537275155786,u262355,q5366,False
1537275159805,u262355,q1296,False
1537275165148,u262355,q297,False
1537286798437,u262526,q3779,True
1537286824912,u262526,q3941,True
1537286849910,u262526,q6123,True
1537286863808,u262526,q9641,False
1537286872035,u262526,q9641,True
1537286924509,u262526,q3633,False
1537286945838,u262526,q6180,False
1537286966764,u262526,q6382,True
1537286982078,u262526,q6382,False
1537287015403,u262526,q4598,True
1537287043326,u262526,q3950,False
1537287044962,u262526,q3950,False
1537287050642,u262526,q3950,True
1537287078026,u262526,q3669,False
1537287085481,u262526,q3669,False
1537287368184,u262526,q5743,True
1537287394018,u262526,q5003,False
1537287409309,u262526,q5659,False
1537287422822,u262526,q5659,True
1537287425055,u262526,q5659,False
1537287453996,u262526,q4324,True
1537287471227,u262526,q4101,False
1537287483274,u262526,q4829,False
1537287497365,u262526,q4829,False
1537287522115,u262526,q6442,False
1537287523731,u262526,q6442,False
1537287525086,u262526,q6442,False
1537287602536,u262526,q4712,False
1537287625155,u262526,q4736,False
1537287628511,u262526,q4736,True
1537287646430,u262526,q6056,False
1537287659507,u262526,q6056,True
1537287725009,u262526,q6046,True
1537287734856,u262526,q6046,True
1537287758944,u262526,q6261,True
1537287762883,u262526,q6261,False
1537287792484,u262526,q9576,True
1537287831635,u262526,q9461,True
1537287848349,u262526,q5324,False
1537287876285,u262526,q4297,False
1537287898698,u262526,q5570,False
1537361510957,u263086,q3787,True
1537361536351,u263086,q4752,True
1537361558373,u263086,q297,False
1537361596066,u263086,q3633,False
1537361619874,u263086,q1315,False
1537361645634,u263086,q8154,True
1537361668186,u263086,q380,True
1537361702441,u263086,q5366,False
1537361734533,u263086,q99,False
1537361768285,u263086,q5248,False
1537362222912,u263086,q8,True
1537362266467,u263086,q89,True
1537362292308,u263086,q8175,True
1537362329938,u263086,q11105,True
1537362359114,u263086,q180,True
1537362390839,u263086,q110,True
1537362421000,u263086,q8125,True
1537362461273,u263086,q10999,False
1537362465935,u263086,q10999,True
1537362499962,u263086,q8083,True
1537362520754,u263086,q27,True
1537362568305,u263086,q8148,True
1537362600839,u263086,q11130,True
1537362622392,u263086,q31,True
1537362666417,u263086,q97,False
1537362716080,u263086,q8109,True
1537362746813,u263086,q11239,True
1537362779218,u263086,q42,True
1537362813072,u263086,q125,True
1537362843799,u263086,q69,True
1537362872274,u263086,q10969,True
1537362914732,u263086,q6,True
1537362938675,u263086,q163,True
1537506383673,u264122,q4694,False
1537506399066,u264122,q4906,False
1537506422573,u264122,q5948,False
1537506437365,u264122,q4633,True
1537506447639,u264122,q4730,False
1537506478213,u264122,q531,True
1537506507530,u264122,q3,False
1537506527844,u264122,q959,True
1537506551264,u264122,q218,True
1538521877036,u273150,q5221,True
1538521915850,u273150,q3722,False
1538521926397,u273150,q3621,True
1538521950943,u273150,q1296,True
1538521952218,u273150,q1296,False
1538521953141,u273150,q1296,True
1538521973554,u273150,q759,False
1538521994662,u273150,q6755,False
1538521995816,u273150,q6755,False
1538521997042,u273150,q6755,False
1538521999336,u273150,q6755,True
1538522012898,u273150,q8423,False
1538522014446,u273150,q8423,True
1538522027816,u273150,q6446,False
1538522038396,u273150,q3830,False
1538522059343,u273150,q6432,False
1538522258787,u273150,q3969,True
1538522274664,u273150,q6013,True
1538522289621,u273150,q5780,True
1538522307280,u273150,q8571,False
1538522324590,u273150,q4872,False
1538522343554,u273150,q4509,False
1538522347374,u273150,q4509,True
1538522363680,u273150,q4012,False
1538522365446,u273150,q4012,True
1538522378984,u273150,q10227,False
1538522393144,u273150,q6419,True
1538522410435,u273150,q3985,False
1538522426506,u273150,q3811,True
1538522443115,u273150,q8949,False
1538522444296,u273150,q8949,False
1538522497445,u273150,q6390,True
1538522640381,u273150,q5648,True
1538522660797,u273150,q5508,False
1538522682993,u273150,q9441,False
1538522684388,u273150,q9441,True
1538522704151,u273150,q3677,False
1538522741456,u273150,q4559,True
1538522755945,u273150,q6466,False
1538522757291,u273150,q6466,True
1538522768485,u273150,q8582,True
1538522788306,u273150,q4541,False
1538522801527,u273150,q4467,True
1538523065382,u273150,q5398,False
1538523498014,u273150,q8768,True
1538523518296,u273150,q8687,True
1538523532680,u273150,q4236,True
1538523533424,u273150,q4236,False
1538523553826,u273150,q6177,True
1538523834434,u273150,q9095,True
1538523850758,u273150,q5763,False
1538523853633,u273150,q5763,True
1538523865619,u273150,q6352,True
1538559096500,u273150,q6017,False
1538559190390,u273150,q5508,False
1538559202589,u273150,q6017,True
1540019632423,u285424,q4202,True
1540019669190,u285424,q914,True
1540019699893,u285424,q4014,False
1540019716539,u285424,q5805,False
1540019731083,u285424,q6446,True
1540019750841,u285424,q10020,True
1540019792194,u285424,q218,True
1540019809093,u285424,q8154,True
1540019870188,u285424,q190,True
1540019875946,u285424,q190,False
1540019895148,u285424,q4043,True
1540019905378,u285424,q4043,False
1540100334057,u286682,q5703,False
1540100361056,u286682,q4991,True
1540100424378,u286682,q219,False
1540100495866,u286682,q8414,True
1540100543475,u286682,q1315,False
1540100585935,u286682,q6444,False
1540180565516,u287975,q4328,True
1540180590631,u287975,q5528,True
1540180612105,u287975,q4918,False
1540180633011,u287975,q6528,False
1540180648209,u287975,q5719,True
1540180672855,u287975,q5259,False
1540192571511,u288239,q8666,True
1540192605601,u288239,q799,True
1540192637724,u288239,q4131,True
1540192655730,u288239,q3621,True
1540192694943,u288239,q6760,True
1540192719172,u288239,q5805,True
1540192737919,u288239,q5805,False
1540352749108,u290972,q4555,False
1540352775328,u290972,q368,False
1540352833277,u290972,q368,True
1540352851650,u290972,q368,True
1540352862643,u290972,q368,True
1540352898774,u290972,q245,True
1540352929901,u290972,q4795,True
1540352952397,u290972,q5563,True
1540352973575,u290972,q5647,False
1540352986458,u290972,q4813,True
1540353013606,u290972,q5320,False
1540353036271,u290972,q5442,False
1540353059156,u290972,q10020,True
1540353414286,u290972,q1316,False
1540353450785,u290972,q581,True
1540353477813,u290972,q280,False
1540353513608,u290972,q11249,True
1540353545621,u290972,q810,False
1540486608202,u293293,q4344,True
1540486634800,u293293,q5504,False
1540486673757,u293293,q5019,False
1540486702904,u293293,q1335,False
1540486720727,u293293,q1319,True
1540486737902,u293293,q1350,True
1540486757785,u293293,q1312,True
1540486891088,u293293,q753,False
1540486941121,u293293,q230,True
1540486966696,u293293,q1294,True
1540487011821,u293293,q11262,True
1540487036222,u293293,q350,True
1540487058284,u293293,q918,True
1540487081969,u293293,q992,True
1540487114560,u293293,q11259,True
1540487137577,u293293,q481,True
1540487162309,u293293,q1193,False
1540509313846,u293396,q4262,True
1540509336899,u293396,q6466,True
1540509359097,u293396,q4291,True
1540509401118,u293396,q3633,True
1540509446898,u293396,q4043,False
1540509498260,u293396,q4771,False
1540509558294,u293396,q5564,True
1540509569803,u293396,q5135,False
1540509636568,u293396,q4059,False
1540510021587,u293396,q5454,False
1540510048978,u293396,q5208,True
1540510075673,u293396,q1295,False
1540510145737,u293396,q5200,True
1540510174523,u293396,q6379,True
1540510205615,u293396,q5386,True
1540510272247,u293396,q5366,False
1540510289778,u293396,q5366,False
1540510312399,u293396,q3720,True
1540510340579,u293396,q5247,True
1540510349693,u293396,q380,False
1540510394656,u293396,q5022,True
1540510552077,u293396,q1064,True
1540510636974,u293396,q237,True
1540510687283,u293396,q950,True
1540510723036,u293396,q742,True
1540510795300,u293396,q766,False
1540563029423,u294514,q3810,True
1540563046595,u294514,q6068,True
1540563067325,u294514,q6731,False
1540563091845,u294514,q4045,False
1540563093221,u294514,q4045,False
1540995956460,u304945,q4228,True
1540996008485,u304945,q4760,True
1540996043641,u304945,q5805,False
1540996079045,u304945,q4025,False
1540996117973,u304945,q6446,False
1540996186896,u304945,q5756,False
1541679789704,u308883,q5134,True
1541679869118,u308883,q251,True
1541679907508,u308883,q4131,True
1541679964781,u308883,q5680,False
1541679978160,u308883,q5680,False
1541679996825,u308883,q5680,True
1541680080510,u308883,q6258,False
1541680082166,u308883,q6258,False
1541680164949,u308883,q4135,False
1541680221979,u308883,q3633,True
1541680289174,u308883,q22,True
1541680461518,u308883,q8135,True
1541680609091,u308883,q8171,False
1541680614952,u308883,q8171,True
1541680844571,u308883,q11153,True
1541680893789,u308883,q8144,True
1541680950047,u308883,q221,True
1541681171396,u308883,q1319,False
1541681246682,u308883,q722,True
1541681272618,u308883,q722,False
1541681285001,u308883,q722,False
1541681386823,u308883,q295,True
1541681463218,u308883,q438,True
1541744919885,u308883,q704,False
1541744991592,u308883,q895,True
1541745164741,u308883,q11261,False
1541745165535,u308883,q11261,True
1541745271954,u308883,q791,False
1541745276110,u308883,q791,True
1541745311504,u308883,q1148,True
1541745315353,u308883,q1148,True
1541745345108,u308883,q418,True
1541745395843,u308883,q11259,True
1541745410851,u308883,q11259,False
1541745464302,u308883,q823,True
1541745522712,u308883,q1166,True
1541745595259,u308883,q286,True
1541745599227,u308883,q286,False
1541745847158,u308883,q2286,True
1541745866316,u308883,q2287,True
1541745883679,u308883,q2288,True
1541746126178,u308883,q1758,True
1541746200985,u308883,q1760,False
1541746210592,u308883,q1759,False
1541746484007,u308883,q2383,True
1541746490413,u308883,q2384,False
1541746492314,u308883,q2382,False
1541746520535,u308883,q2382,True
1541746534079,u308883,q2384,True
1541746689579,u308883,q2010,True
1541746697748,u308883,q2011,True
1541746763274,u308883,q2012,False
1541747004160,u308883,q1578,True
1541747005830,u308883,q1578,False
1541747017193,u308883,q1579,True
1541747027215,u308883,q1580,True
1541747072959,u308883,q1578,True
1541861120477,u308883,q5223,True
1541861163933,u308883,q3998,False
1541861195152,u308883,q4883,False
1541861204602,u308883,q4883,False
1541861209919,u308883,q4883,False
1541861210667,u308883,q4883,True
1541861265242,u308883,q4892,True
1541861320026,u308883,q4543,True
1541861330859,u308883,q4543,False
1541861391296,u308883,q3790,True
1541861428431,u308883,q4468,True
1541861500387,u308883,q9992,True
1541861535852,u308883,q5659,False
1541861537920,u308883,q5659,False
1541861594726,u308883,q3912,True
1541861623729,u308883,q3912,False
1542200757386,u308883,q2904,True
1542200790558,u308883,q2906,True
1542200829127,u308883,q2905,True
1542201162724,u308883,q3120,True
1542201186645,u308883,q3121,False
1542201196446,u308883,q3122,True
1542201199870,u308883,q3122,False
1542201635352,u308883,q3126,True
1542201654619,u308883,q3128,False
1542201709202,u308883,q3127,True
1542201725316,u308883,q3128,True
1542201923744,u308883,q3429,True
1542201927734,u308883,q3430,True
1542201948529,u308883,q3431,False
1542202164460,u308883,q3537,True
1542202178014,u308883,q3538,True
1542202200123,u308883,q3539,True
1542202205499,u308883,q3538,False
1542202210826,u308883,q3538,True
1542202480631,u308883,q2635,True
1542202590527,u308883,q2636,True
1542202597517,u308883,q2634,True
1542202975858,u308883,q11262,True
1542203026637,u308883,q669,True
1542203118737,u308883,q987,True
1542203193863,u308883,q1153,False
1542203287346,u308883,q11249,True
1542203373902,u308883,q887,True
1542203470007,u308883,q1248,True
1542203475143,u308883,q1248,False
1542203476761,u308883,q1248,True
1542203543750,u308883,q648,True
1542203617085,u308883,q11263,True
1542203669544,u308883,q1326,True
1542203764342,u308883,q604,True
1542203770325,u308883,q604,True
1542203824157,u308883,q209,True
1542203968340,u308883,q621,True
1542204081191,u308883,q758,False
1542204161213,u308883,q806,False
1542204168808,u308883,q806,True
1542204254558,u308883,q333,True
1542204404671,u308883,q277,False
1542204405774,u308883,q277,False
1542204491827,u308883,q1280,False
1542206100011,u308883,q1280,False
1542206118593,u308883,q1280,True
1542206171075,u308883,q722,False
1543992093450,u308883,q2844,True
1543992377963,u308883,q2844,True
1543992392535,u308883,q2845,True
1543992408638,u308883,q2846,False
1543992603230,u308883,q10684,True
1543992610615,u308883,q10683,True
1543992624439,u308883,q10682,True
1543992935521,u308883,q2700,True
1543992952282,u308883,q2702,False
1543992955946,u308883,q2701,True
1543993221489,u308883,q3493,True
1543993226421,u308883,q3492,False
1543993248874,u308883,q3494,True
1543993252378,u308883,q3494,False
1543993455505,u308883,q3318,True
1543993486021,u308883,q3319,False
1543993534670,u308883,q3319,True
1543993568769,u308883,q3320,False
1543993814337,u308883,q2817,True
1543993824286,u308883,q2818,True
1543993831742,u308883,q2819,True
1543994008925,u308883,q2907,True
1543994015561,u308883,q2908,True
1543994031174,u308883,q2909,True
1543994162366,u308883,q2859,False
1543994173343,u308883,q2861,False
1543994177822,u308883,q2861,False
1543994187749,u308883,q2860,False
1543994368842,u308883,q2967,False
1543994424191,u308883,q2967,True
1543994457710,u308883,q2968,False
1543994476738,u308883,q2969,True
1544444404341,u308883,q2844,True
1544444422305,u308883,q2845,True
1544444435671,u308883,q2846,True
1544444910118,u308883,q3492,False
1544444924190,u308883,q3494,True
1544444933917,u308883,q3492,True
1544444950260,u308883,q3493,True
1544445072054,u308883,q3576,True
1544445082123,u308883,q3577,True
1544445104157,u308883,q3578,False
1544445341561,u308883,q2973,True
1544445367997,u308883,q2975,False
1544445375497,u308883,q2974,True
1544445562762,u308883,q2871,False
1544445571155,u308883,q2872,True
1544445586403,u308883,q2873,True
1544784644352,u308883,q6785,False
1544784673065,u308883,q6787,True
1544784688825,u308883,q6786,True
1544784705588,u308883,q6788,True
1544784769516,u308883,q6913,True
1544784799050,u308883,q6913,False
1544784826827,u308883,q6914,True
1544784881150,u308883,q6915,True
1544784950580,u308883,q6916,False
1544785025289,u308883,q640,False
1549125881416,u308883,q1319,False
1549125939763,u308883,q640,True
1549126095191,u308883,q8161,True
1549126133118,u308883,q8077,True
1549126159076,u308883,q11150,True
1549126191535,u308883,q6,False
1549126394343,u308883,q11,True
1549126398711,u308883,q11,False
1549126463076,u308883,q8173,True
1549464477774,u308883,q822,False
1549464685629,u308883,q434,True
1549464770730,u308883,q1247,True
1549464794101,u308883,q1247,False
1549464930272,u308883,q546,True
1549465096131,u308883,q684,True
1549465187228,u308883,q577,True
1549465254363,u308883,q1367,True
1549465329874,u308883,q1045,False
1549465442047,u308883,q1051,True
1549465631110,u308883,q996,False
1549465865377,u308883,q698,True
1549465919933,u308883,q698,False
1549466238910,u308883,q267,True
1549466382256,u308883,q489,True
1549466494938,u308883,q584,True
1549466635887,u308883,q832,True
1549466808158,u308883,q1390,True
1549466886529,u308883,q961,False
1549466974836,u308883,q846,True
1549469582760,u308883,q1155,True
1549469637696,u308883,q726,True
1549517605479,u308883,q1153,False
1549517623088,u308883,q1153,True
1549517674241,u308883,q1224,True
1549517987486,u308883,q2160,True
1549517997765,u308883,q2161,True
1549518005901,u308883,q2162,True
1549518079644,u308883,q2160,False
1549518273741,u308883,q1815,True
1549518295267,u308883,q1816,True
1549518324146,u308883,q1817,True
1549521405887,u308883,q2079,False
1549521417816,u308883,q2081,False
1549521426026,u308883,q2080,True
1549782564191,u308883,q2035,True
